Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Catcher Throw Down,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,8. Well Hit,9. Outs,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
UVA vs Virginia Tech (101),1467100,11445,R123,04-13-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,UM4,,Ball,1--1,0--1,,,,,1 Out,4. Inning,UVA,Virginia Tech,,271;164,UVA vs Virginia Tech
UVA vs Virginia Tech (102),1478545,17217,R123,04-13-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,LM2,,Strike Swinging,1--2,1--1,,,,,1 Out,4. Inning,UVA,Virginia Tech,,274;322,UVA vs Virginia Tech
UVA vs Virginia Tech (103),1495762,9776,R123,04-13-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,ML3,,Ball,2--2,1--2,,,,,1 Out,4. Inning,UVA,Virginia Tech,,98;272,UVA vs Virginia Tech
UVA vs Virginia Tech (104),1505539,11678,R123,04-13-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,MM3,,Foul,2--2,2--2,,,,,1 Out,4. Inning,UVA,Virginia Tech,,240;287,UVA vs Virginia Tech
UVA vs Virginia Tech (105),1517217,21588,R123,04-13-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,MR3,,Ball in Play,,2--2,DLF,Sacrifice Fly,1 RBI,,1 Out,4. Inning,UVA,Virginia Tech,115;137,343;278,UVA vs Virginia Tech
UVA vs Virginia Tech (106),1538805,9710,R23,04-13-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,UPM4,,Ball,1--0,0--0,,,,,2 Out,4. Inning,UVA,Virginia Tech,,299;2,UVA vs Virginia Tech
UVA vs Virginia Tech (107),1548515,9510,R23,04-13-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,LM1,,Ball,2--0,1--0,,,,,2 Out,4. Inning,UVA,Virginia Tech,,250;319,UVA vs Virginia Tech
UVA vs Virginia Tech (108),1558025,20687,R23,04-13-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,MR1,,Ball in Play,,2--0,SLCF,Line Out,,,2 Out,4. Inning,UVA,Virginia Tech,142;136,335;231,UVA vs Virginia Tech
UVA vs Virginia Tech (109),1578712,9843,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,LL3,,Strike Called,0--1,0--0,,,,,0 Out,4. Inning,Virginia Tech,UVA,,112;362,UVA vs Virginia Tech
UVA vs Virginia Tech (110),1588555,9743,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,LEFTM3,,Ball,1--1,0--1,,,,,0 Out,4. Inning,Virginia Tech,UVA,,73;312,UVA vs Virginia Tech
UVA vs Virginia Tech (111),1598298,16517,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,MM4,,Ball in Play,,1--1,PF,Ground Out,,,0 Out,4. Inning,Virginia Tech,UVA,252;301,252;308,UVA vs Virginia Tech
UVA vs Virginia Tech (112),1614815,9142,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Fast Ball,DOWNM4,,Ball,1--0,0--0,,,,,1 Out,4. Inning,Virginia Tech,UVA,,379;432,UVA vs Virginia Tech
UVA vs Virginia Tech (113),1623957,18585,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,MM4,,Ball in Play,,1--0,SS3,Ground Out,,,1 Out,4. Inning,Virginia Tech,UVA,216;223,273;301,UVA vs Virginia Tech
UVA vs Virginia Tech (114),1642543,9309,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Fast Ball,LL3,,Strike Called,0--1,0--0,,,,,2 Out,4. Inning,Virginia Tech,UVA,,134;400,UVA vs Virginia Tech
UVA vs Virginia Tech (115),1651852,10844,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,LEFTM2,,Ball,1--1,0--1,,,,,2 Out,4. Inning,Virginia Tech,UVA,,77;252,UVA vs Virginia Tech
UVA vs Virginia Tech (116),1662696,10744,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,LEFTM3,,Ball,2--1,1--1,,,,,2 Out,4. Inning,Virginia Tech,UVA,,71;319,UVA vs Virginia Tech
UVA vs Virginia Tech (117),1673440,18252,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,ML4,,Ball in Play,,2--1,SS3,Ground Out,,,2 Out,4. Inning,Virginia Tech,UVA,206;217,179;311,UVA vs Virginia Tech
UVA vs Virginia Tech (118),1691692,21855,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,MR1,,Foul,0--1,0--0,,,,,0 Out,5. Inning,UVA,Virginia Tech,,351;227,UVA vs Virginia Tech
UVA vs Virginia Tech (119),1713547,18085,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,UPM4,,Ball,1--1,0--1,,,,,0 Out,5. Inning,UVA,Virginia Tech,,305;13,UVA vs Virginia Tech
UVA vs Virginia Tech (120),1731632,12646,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,MR1,,Strike Called,1--2,1--1,,,,,0 Out,5. Inning,UVA,Virginia Tech,,329;227,UVA vs Virginia Tech
UVA vs Virginia Tech (121),1744278,12946,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,UR3,,Ball,2--2,1--2,,,,,0 Out,5. Inning,UVA,Virginia Tech,,348;172,UVA vs Virginia Tech
UVA vs Virginia Tech (122),1757224,13747,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,UM4,,Ball,3--2,2--2,,,,,0 Out,5. Inning,UVA,Virginia Tech,,265;167,UVA vs Virginia Tech
UVA vs Virginia Tech (123),1770971,14982,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,MM3,,Foul,3--2,3--2,,,,,0 Out,5. Inning,UVA,Virginia Tech,,235;269,UVA vs Virginia Tech
UVA vs Virginia Tech (124),1785953,21455,Bases Empty,04-13-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,ML1,,Ball in Play,,3--2,SCF2,Single,,,0 Out,5. Inning,UVA,Virginia Tech,297;167,119;209,UVA vs Virginia Tech
UVA vs Virginia Tech (125),1807407,12312,R1,04-13-2018,24 Lacy Smith,R-Hand,22 Breanna Davenport,L-Hand,,MR2,,Foul,0--1,0--0,,,,,0 Out,5. Inning,UVA,Virginia Tech,,381;250,UVA vs Virginia Tech
UVA vs Virginia Tech (126),1819720,23991,R1,04-13-2018,24 Lacy Smith,R-Hand,22 Breanna Davenport,L-Hand,,MM1,,Ball in Play,,0--1,SS3,Fly Out,,,0 Out,5. Inning,UVA,Virginia Tech,208;215,244;234,UVA vs Virginia Tech
UVA vs Virginia Tech (127),1843710,16149,R1,04-13-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,LR1,,Ball,1--0,0--0,,,,,1 Out,5. Inning,UVA,Virginia Tech,,332;323,UVA vs Virginia Tech
UVA vs Virginia Tech (128),1859860,26660,R1,04-13-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,MR1,,Ball in Play,,1--0,DLCF,Sacrifice Fly,,,1 Out,5. Inning,UVA,Virginia Tech,142;97,340;219,UVA vs Virginia Tech
UVA vs Virginia Tech (129),1886520,13714,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,UM1,,Ball,1--0,0--0,,,,,2 Out,5. Inning,UVA,Virginia Tech,,225;151,UVA vs Virginia Tech
UVA vs Virginia Tech (130),1900234,10811,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,ML1,,Foul,1--1,1--0,,,,,2 Out,5. Inning,UVA,Virginia Tech,,145;230,UVA vs Virginia Tech
UVA vs Virginia Tech (131),1911044,12212,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,ML1,,Foul,1--2,1--1,,,,,2 Out,5. Inning,UVA,Virginia Tech,,145;247,UVA vs Virginia Tech
UVA vs Virginia Tech (132),1923257,14781,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,MM4,,Ball,2--2,1--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,259;287,UVA vs Virginia Tech
UVA vs Virginia Tech (133),1938038,17918,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,ML1,,Foul,2--2,2--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,145;233,UVA vs Virginia Tech
UVA vs Virginia Tech (134),1955956,12779,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,UM1,,Ball,3--2,2--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,222;133,UVA vs Virginia Tech
UVA vs Virginia Tech (135),1968735,18118,R2,04-13-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,UM2,,Ball,Walk,3--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,271;149,UVA vs Virginia Tech
UVA vs Virginia Tech (136),1986854,14014,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,MR3,,Ball,1--0,0--0,,,,,2 Out,5. Inning,UVA,Virginia Tech,,356;287,UVA vs Virginia Tech
UVA vs Virginia Tech (137),2000868,16283,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,MM1,,Strike Called,1--1,1--0,,,,,2 Out,5. Inning,UVA,Virginia Tech,,228;247,UVA vs Virginia Tech
UVA vs Virginia Tech (138),2017150,19119,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,MR1,,Foul,1--2,1--1,,,,,2 Out,5. Inning,UVA,Virginia Tech,,346;252,UVA vs Virginia Tech
UVA vs Virginia Tech (139),2036270,9343,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,UR1,,Ball,2--2,1--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,342;157,UVA vs Virginia Tech
UVA vs Virginia Tech (140),2045612,13413,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,MR1,,Foul,2--2,2--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,336;229,UVA vs Virginia Tech
UVA vs Virginia Tech (141),2059026,8108,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,MM1,,Foul,2--2,2--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,250;236,UVA vs Virginia Tech
UVA vs Virginia Tech (142),2067134,12579,R12,04-13-2018,24 Lacy Smith,R-Hand,27 Jessie Mehr,R-Hand,,MR1,,Strike Swinging,Strikeout,2--2,,,,,2 Out,5. Inning,UVA,Virginia Tech,,342;263,UVA vs Virginia Tech
UVA vs Virginia Tech (143),2079713,15449,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Fast Ball,DOWNM5,,Ball,1--0,0--0,,,,,0 Out,5. Inning,Virginia Tech,UVA,,436;426,UVA vs Virginia Tech
UVA vs Virginia Tech (144),2095162,11945,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Drop Ball,LM3,,Strike Called,1--1,1--0,,,,,0 Out,5. Inning,Virginia Tech,UVA,,245;392,UVA vs Virginia Tech
UVA vs Virginia Tech (145),2107107,10444,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Fast Ball,DOWNM5,,Ball,2--1,1--1,,,,,0 Out,5. Inning,Virginia Tech,UVA,,435;471,UVA vs Virginia Tech
UVA vs Virginia Tech (146),2117551,12713,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Fast Ball,DOWNM4,,Ball,Walk,2--1,,,,,0 Out,5. Inning,Virginia Tech,UVA,,406;467,UVA vs Virginia Tech
UVA vs Virginia Tech (147),2130264,16149,R1,04-13-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,ML3,,Strike Called,0--1,0--0,,,,,0 Out,5. Inning,Virginia Tech,UVA,,135;302,UVA vs Virginia Tech
UVA vs Virginia Tech (148),2146413,21154,R1,04-13-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,LR1,,Ball in Play,,0--1,SS3,Fielders Choice,,,0 Out,5. Inning,Virginia Tech,UVA,205;222,311;330,UVA vs Virginia Tech
UVA vs Virginia Tech (149),2167568,15516,R1,04-13-2018,25 Carrie Eberle,R-Hand,15 Ashlee Davis,R-Hand,Fast Ball,UM4,,Ball in Play,,0--0,SLCF,Single,,,1 Out,5. Inning,Virginia Tech,UVA,174;154,293;202,UVA vs Virginia Tech
UVA vs Virginia Tech (150),2183083,5739,R12,04-13-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Drop Ball,LEFTM1,,Ball,1--0,0--0,,,,,1 Out,5. Inning,Virginia Tech,UVA,,58;164,UVA vs Virginia Tech
UVA vs Virginia Tech (151),2188822,12346,R12,04-13-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Drop Ball,LL3,,Strike Swinging,1--1,1--0,,,,,1 Out,5. Inning,Virginia Tech,UVA,,143;370,UVA vs Virginia Tech
UVA vs Virginia Tech (152),2201168,8775,R12,04-13-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Drop Ball,LEFTM3,,Ball,2--1,1--1,,,,,1 Out,5. Inning,Virginia Tech,UVA,,50;324,UVA vs Virginia Tech
UVA vs Virginia Tech (153),2209943,15849,R12,04-13-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Drop Ball,LL1,,Foul,2--2,2--1,,,,,1 Out,5. Inning,Virginia Tech,UVA,,155;345,UVA vs Virginia Tech
UVA vs Virginia Tech (154),2225792,19753,R12,04-13-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Drop Ball,LM2,,Ball in Play,,2--2,3B2,Fielders Choice,,,1 Out,5. Inning,Virginia Tech,UVA,200;279,257;339,UVA vs Virginia Tech
UVA vs Virginia Tech (155),2245546,10077,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,ML4,,Foul,0--1,0--0,,,,,2 Out,5. Inning,Virginia Tech,UVA,,195;292,UVA vs Virginia Tech
UVA vs Virginia Tech (156),2255622,11645,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LEFTM3,,Ball,1--1,0--1,,,,,2 Out,5. Inning,Virginia Tech,UVA,,73;333,UVA vs Virginia Tech
UVA vs Virginia Tech (157),2267267,13881,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,DOWNM1,,Ball,2--1,1--1,,,,,2 Out,5. Inning,Virginia Tech,UVA,,67;429,UVA vs Virginia Tech
UVA vs Virginia Tech (158),2281148,16250,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Fast Ball,LR1,,Strike Called,2--2,2--1,,,,,2 Out,5. Inning,Virginia Tech,UVA,,360;323,UVA vs Virginia Tech
UVA vs Virginia Tech (159),2297397,12246,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LM1,,Foul,2--2,2--2,,,,,2 Out,5. Inning,Virginia Tech,UVA,,234;319,UVA vs Virginia Tech
UVA vs Virginia Tech (160),2309643,20454,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,DOWNM4,,Ball,3--2,2--2,,,,,2 Out,5. Inning,Virginia Tech,UVA,,353;435,UVA vs Virginia Tech
UVA vs Virginia Tech (161),2330097,11612,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Fast Ball,MM2,,Foul,3--2,3--2,,,,,2 Out,5. Inning,Virginia Tech,UVA,,290;262,UVA vs Virginia Tech
UVA vs Virginia Tech (162),2341708,15582,R12,04-13-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LM2,,Ball in Play,,3--2,2B3,Fielders Choice,,,2 Out,5. Inning,Virginia Tech,UVA,277;222,261;333,UVA vs Virginia Tech
UVA vs Virginia Tech (163),2357291,9176,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,LL1,,Strike Called,0--1,0--0,,,,,0 Out,6. Inning,UVA,Virginia Tech,,136;316,UVA vs Virginia Tech
UVA vs Virginia Tech (164),2366466,15115,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,LEFTM3,,Ball,1--1,0--1,,,,,0 Out,6. Inning,UVA,Virginia Tech,,71;318,UVA vs Virginia Tech
UVA vs Virginia Tech (165),2381582,12746,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,DOWNM3,,Strike Swinging,1--2,1--1,,,,,0 Out,6. Inning,UVA,Virginia Tech,,242;461,UVA vs Virginia Tech
UVA vs Virginia Tech (166),2394328,20521,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,LL2,,Strike Swinging,Strikeout,1--2,,,,,0 Out,6. Inning,UVA,Virginia Tech,,157;359,UVA vs Virginia Tech
UVA vs Virginia Tech (167),2414848,11545,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM3,,Ball,1--0,0--0,,,,,1 Out,6. Inning,UVA,Virginia Tech,,213;456,UVA vs Virginia Tech
UVA vs Virginia Tech (168),2426393,26894,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,ML4,,Ball in Play,,1--0,3B3,Ground Out,,,1 Out,6. Inning,UVA,Virginia Tech,184;273,176;301,UVA vs Virginia Tech
UVA vs Virginia Tech (169),2453287,32099,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,14 Emma Strouth,R-Hand,,ML4,,Ball in Play,,0--0,3B2,Ground Out,,,2 Out,6. Inning,UVA,Virginia Tech,192;272,165;268,UVA vs Virginia Tech
UVA vs Virginia Tech (170),2485385,7140,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Fast Ball,DOWNM5,,Ball,1--0,0--0,,,,,0 Out,6. Inning,Virginia Tech,UVA,,410;430,UVA vs Virginia Tech
UVA vs Virginia Tech (171),2492526,14781,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,DOWNM3,,Ball,2--0,1--0,,,,,0 Out,6. Inning,Virginia Tech,UVA,,286;455,UVA vs Virginia Tech
UVA vs Virginia Tech (172),2507307,16583,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,MM4,,Ball in Play,,2--0,SS3,Ground Out,,,0 Out,6. Inning,Virginia Tech,UVA,201;219,295;270,UVA vs Virginia Tech
UVA vs Virginia Tech (173),2523891,12079,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Fast Ball,LR2,,Strike Called,0--1,0--0,,,,,1 Out,6. Inning,Virginia Tech,UVA,,377;320,UVA vs Virginia Tech
UVA vs Virginia Tech (174),2535969,13280,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,DOWNM1,,Ball,1--1,0--1,,,,,1 Out,6. Inning,Virginia Tech,UVA,,53;432,UVA vs Virginia Tech
UVA vs Virginia Tech (175),2549249,11411,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,LEFTM3,,Foul,1--2,1--1,,,,,1 Out,6. Inning,Virginia Tech,UVA,,89;381,UVA vs Virginia Tech
UVA vs Virginia Tech (176),2560661,22723,Bases Empty,04-13-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Changup,ML3,,Ball in Play,,1--2,PF,Single,,,1 Out,6. Inning,Virginia Tech,UVA,260;350,130;304,UVA vs Virginia Tech
UVA vs Virginia Tech (177),2583383,11111,R1,04-13-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,DOWNM2,,Ball,1--0,0--0,,,,,1 Out,6. Inning,Virginia Tech,UVA,,169;474,UVA vs Virginia Tech
UVA vs Virginia Tech (178),2594494,14615,R1,04-13-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,DOWNM2,,Ball,2--0,1--0,,,,,1 Out,6. Inning,Virginia Tech,UVA,,186;440,UVA vs Virginia Tech
UVA vs Virginia Tech (179),2609109,8041,R1,04-13-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Fast Ball,DOWNM5,,Ball,3--0,2--0,,,,,1 Out,6. Inning,Virginia Tech,UVA,,415;455,UVA vs Virginia Tech
UVA vs Virginia Tech (180),2617150,10077,R1,04-13-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Fast Ball,DOWNM5,,Ball,Walk,3--0,,,,,1 Out,6. Inning,Virginia Tech,UVA,,415;439,UVA vs Virginia Tech
UVA vs Virginia Tech (181),2627227,32833,R12,04-13-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,MM3,,Ball in Play,,0--0,DLCF,Double,1 RBI,,1 Out,6. Inning,Virginia Tech,UVA,179;58,241;295,UVA vs Virginia Tech
UVA vs Virginia Tech (182),2660060,27628,R23,04-13-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Drop Ball,MM3,,Ball in Play,,0--0,1B2,Ground Out,1 RBI,,1 Out,6. Inning,Virginia Tech,UVA,287;285,207;304,UVA vs Virginia Tech
UVA vs Virginia Tech (183),2687688,11945,R3,04-13-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Fast Ball,RIGHTM2,,Ball,1--0,0--0,,,,,2 Out,6. Inning,Virginia Tech,UVA,,445;212,UVA vs Virginia Tech
UVA vs Virginia Tech (184),2699633,11278,R3,04-13-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,DOWNM2,,Strike Swinging,1--1,1--0,,,,,2 Out,6. Inning,Virginia Tech,UVA,,183;447,UVA vs Virginia Tech
UVA vs Virginia Tech (185),2710911,9910,R3,04-13-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,DOWNM2,,Ball,2--1,1--1,,,,,2 Out,6. Inning,Virginia Tech,UVA,,135;423,UVA vs Virginia Tech
UVA vs Virginia Tech (186),2720821,16984,R3,04-13-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,ML4,,Ball in Play,,2--1,SS3,Ground Out,,,2 Out,6. Inning,Virginia Tech,UVA,208;229,186;303,UVA vs Virginia Tech
UVA vs Virginia Tech (187),2737804,15282,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,LEFTM3,,Ball,1--0,0--0,,,,,0 Out,7. Inning,UVA,Virginia Tech,,61;383,UVA vs Virginia Tech
UVA vs Virginia Tech (188),2753086,22289,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,LR1,,Ball in Play,,1--0,Home Run LCF,Home Run,1 RBI,Well Hit Ball,0 Out,7. Inning,UVA,Virginia Tech,121;28,351;319,UVA vs Virginia Tech
UVA vs Virginia Tech (189),2775375,19553,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,18 Mackenzie Lawter,R-Hand,,LEFTM3,,Ball,1--0,0--0,,,,,0 Out,7. Inning,UVA,Virginia Tech,,70;378,UVA vs Virginia Tech
UVA vs Virginia Tech (190),2794928,14948,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,18 Mackenzie Lawter,R-Hand,,LEFTM3,,Strike Called,1--1,1--0,,,,,0 Out,7. Inning,UVA,Virginia Tech,,78;396,UVA vs Virginia Tech
UVA vs Virginia Tech (191),2809877,27594,Bases Empty,04-13-2018,8 Tabby Dabney,R-Hand,18 Mackenzie Lawter,R-Hand,,ML4,,Ball in Play,,1--1,PF,ROE,,,0 Out,7. Inning,UVA,Virginia Tech,259;278,181;296,UVA vs Virginia Tech
UVA vs Virginia Tech (192),2837471,16517,R1,04-13-2018,8 Tabby Dabney,R-Hand,22 Breanna Davenport,L-Hand,,UPM4,,Ball,1--0,0--0,,,,,0 Out,7. Inning,UVA,Virginia Tech,,376;68,UVA vs Virginia Tech
UVA vs Virginia Tech (193),2853987,17551,R1,04-13-2018,8 Tabby Dabney,R-Hand,22 Breanna Davenport,L-Hand,,MM4,,Ball in Play,,1--0,PF,Ground Out,,,0 Out,7. Inning,UVA,Virginia Tech,255;297,266;288,UVA vs Virginia Tech
UVA vs Virginia Tech (194),2871538,17885,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,DOWNM4,,Ball,1--0,0--0,,,,,1 Out,7. Inning,UVA,Virginia Tech,,343;473,UVA vs Virginia Tech
UVA vs Virginia Tech (195),2889423,20521,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,LL3,,Strike Called,1--1,1--0,,,,,1 Out,7. Inning,UVA,Virginia Tech,,131;383,UVA vs Virginia Tech
UVA vs Virginia Tech (196),2909943,16116,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,DOWNM3,,Strike Swinging,1--2,1--1,,,,,1 Out,7. Inning,UVA,Virginia Tech,,291;461,UVA vs Virginia Tech
UVA vs Virginia Tech (197),2926059,12813,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,UPM1,,Ball,2--2,1--2,,,,,1 Out,7. Inning,UVA,Virginia Tech,,66;77,UVA vs Virginia Tech
UVA vs Virginia Tech (198),2938872,14348,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,LEFTM1,,Ball,3--2,2--2,,,,,1 Out,7. Inning,UVA,Virginia Tech,,65;167,UVA vs Virginia Tech
UVA vs Virginia Tech (199),2953220,22523,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,ML4,,Foul,3--2,3--2,,,,,1 Out,7. Inning,UVA,Virginia Tech,,171;302,UVA vs Virginia Tech
UVA vs Virginia Tech (200),2975742,20020,R1,04-13-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,MM3,,Foul,3--2,3--2,,,,,1 Out,7. Inning,UVA,Virginia Tech,,248;285,UVA vs Virginia Tech
