#,Name,ClipType,Media In,Media Out,Media Offset,Game Date,At Bat Pitch Count,Away Team,Strike Type,Ball Type,Base,Batter,Batter Strength,Count,Hit Location X,Hit Location Y,Hit Result,Hit Type,Home Score,Home Team,Inning,Outs,Pitch Location X,Pitch Location Y,Pitch Count,Pitch Result,Pitch Type,Pitcher,Total Pitch Count,Visitor Score,Umpire
194,"UVA4-13-19Game2, Pitch 194",Pitch,00:32:18.55,00:32:28.40,00:32:18.9220000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Ball in Play,,,31 Addington,Right,0-0,138,162,,Ground,7,Virginia Tech Hokies,6,0,87,162,,Strike,,12 Frei,87,0,
195,"UVA4-13-19Game2, Pitch 195",Pitch,00:32:29.31,00:32:35.04,00:32:29.5160000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,2 Bailey,Right,0-0,,,,,7,Virginia Tech Hokies,6,1,197,89,,Ball,,12 Frei,88,0,
196,"UVA4-13-19Game2, Pitch 196",Pitch,00:32:37.20,00:32:43.31,00:32:37.3410000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,2 Bailey,Right,1-0,,,,,7,Virginia Tech Hokies,6,1,66,223,,Ball,,12 Frei,89,0,
197,"UVA4-13-19Game2, Pitch 197",Pitch,00:32:44.27,00:32:51.06,00:32:44.4480000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,2 Bailey,Right,2-0,,,,,7,Virginia Tech Hokies,6,1,27,80,,Ball,,12 Frei,90,0,
198,"UVA4-13-19Game2, Pitch 198",Pitch,00:32:52.25,00:32:58.17,00:32:52.4220000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,Take,,,2 Bailey,Right,3-0,,,,,7,Virginia Tech Hokies,6,1,49,127,,Strike,,12 Frei,91,0,
199,"UVA4-13-19Game2, Pitch 199",Pitch,00:33:01.11,00:33:11.05,00:33:01.1810000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Ball in Play,,,2 Bailey,Right,3-1,104,162,,Ground,7,Virginia Tech Hokies,6,1,97,171,,Strike,,12 Frei,92,0,
200,"UVA4-13-19Game2, Pitch 200",Pitch,00:33:12.12,00:33:18.30,00:33:12.2090000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,0-0,,,,,7,Virginia Tech Hokies,6,2,179,177,,Ball,,12 Frei,93,0,
201,"UVA4-13-19Game2, Pitch 201",Pitch,00:33:19.42,00:33:27.22,00:33:19.7000000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,1-0,,,,,7,Virginia Tech Hokies,6,2,13,83,,Ball,,12 Frei,94,0,
202,"UVA4-13-19Game2, Pitch 202",Pitch,00:33:29.03,00:33:34.42,00:33:29.0420000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,2-0,,,,,7,Virginia Tech Hokies,6,2,206,232,,Ball,,12 Frei,95,0,
203,"UVA4-13-19Game2, Pitch 203",Pitch,00:33:35.30,00:33:43.56,00:33:35.4990000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,3-0,,,,,7,Virginia Tech Hokies,6,2,201,92,,Ball,,12 Frei,96,0,
204,"UVA4-13-19Game2, Pitch 204",Pitch,00:33:46.09,00:33:52.34,00:33:46.1430000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,,Ball,,13 Caitlyn,Right,0-0,,,,,7,Virginia Tech Hokies,6,2,206,215,,Ball,,12 Frei,97,0,
205,"UVA4-13-19Game2, Pitch 205",Pitch,00:33:53.07,00:33:59.36,00:33:53.1160000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,13 Caitlyn,Right,1-0,,,,,7,Virginia Tech Hokies,6,2,38,56,,Ball,,12 Frei,98,0,
206,"UVA4-13-19Game2, Pitch 206",Pitch,00:34:00.14,00:34:07.06,00:34:00.2400000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,13 Caitlyn,Right,2-0,,,,,7,Virginia Tech Hokies,6,2,105,217,,Ball,,12 Frei,99,0,
207,"UVA4-13-19Game2, Pitch 207",Pitch,00:34:08.29,00:34:14.19,00:34:08.4820000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,13 Caitlyn,Right,3-0,,,,,7,Virginia Tech Hokies,6,2,178,221,,Ball,,12 Frei,100,0,
208,"UVA4-13-19Game2, Pitch 208",Pitch,00:34:16.47,00:34:25.19,00:34:16.7900000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Ball in Play,,,14 Emma,Right,0-0,144,183,,Line,7,Virginia Tech Hokies,6,2,79,151,,Strike,,12 Frei,101,0,
209,"UVA4-13-19Game2, Pitch 209",Pitch,00:34:28.31,00:34:34.48,00:34:28.5190000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Swing,,,19 Osherow,Right,0-0,,,,,7,Virginia Tech Hokies,7,0,122,153,,Strike,,25 Carrie,84,0,
210,"UVA4-13-19Game2, Pitch 210",Pitch,00:34:37.09,00:34:44.22,00:34:37.1440000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,Foul,,,19 Osherow,Right,0-1,,,,,7,Virginia Tech Hokies,7,0,159,151,,Strike,,25 Carrie,85,0,
211,"UVA4-13-19Game2, Pitch 211",Pitch,00:34:45.09,00:34:51.44,00:34:45.1520000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,,Ball,,19 Osherow,Right,0-2,,,,,7,Virginia Tech Hokies,7,0,30,173,,Ball,,25 Carrie,86,0,
212,"UVA4-13-19Game2, Pitch 212",Pitch,00:34:55.01,00:35:02.11,00:34:55.0120000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,19 Osherow,Right,1-2,,,,,7,Virginia Tech Hokies,7,0,189,223,,Ball,,25 Carrie,87,0,
213,"UVA4-13-19Game2, Pitch 213",Pitch,00:35:04.40,00:35:14.09,00:35:04.6710000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Ball in Play,,,19 Osherow,Right,2-2,104,160,,Ground,7,Virginia Tech Hokies,7,0,149,150,,Strike,,25 Carrie,88,0,
214,"UVA4-13-19Game2, Pitch 214",Pitch,00:35:18.02,00:35:24.21,00:35:18.0350000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Take,,,14 Barber,Right,0-0,,,,,7,Virginia Tech Hokies,7,1,151,132,,Strike,,25 Carrie,89,0,
215,"UVA4-13-19Game2, Pitch 215",Pitch,00:35:27.10,00:35:33.44,00:35:27.1600000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,14 Barber,Left,0-1,,,,,7,Virginia Tech Hokies,7,1,212,212,,Ball,,25 Carrie,90,0,
216,"UVA4-13-19Game2, Pitch 216",Pitch,00:35:34.59,00:35:42.25,00:35:34.9850000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Foul,,,14 Barber,Left,1-1,,,,,7,Virginia Tech Hokies,7,1,154,81,,Strike,,25 Carrie,91,0,
217,"UVA4-13-19Game2, Pitch 217",Pitch,00:35:43.03,00:35:51.02,00:35:43.0430000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,14 Barber,Left,1-2,,,,,7,Virginia Tech Hokies,7,1,16,114,,Ball,,25 Carrie,92,0,
218,"UVA4-13-19Game2, Pitch 218",Pitch,00:35:52.16,00:35:58.21,00:35:52.2690000,4/13/2019 4:21:00 PM,1,University of Virginia Cavaliers,Swing,,,15 Davis,Right,0-0,,,,,7,Virginia Tech Hokies,7,1,171,169,,Strike,,25 Carrie,93,0,
219,"UVA4-13-19Game2, Pitch 219",Pitch,00:36:01.08,00:36:08.19,00:36:01.1280000,4/13/2019 4:21:00 PM,2,University of Virginia Cavaliers,,Ball,,15 Davis,Right,0-1,,,,,7,Virginia Tech Hokies,7,1,210,91,,Ball,,25 Carrie,94,0,
220,"UVA4-13-19Game2, Pitch 220",Pitch,00:36:09.23,00:36:16.41,00:36:09.3860000,4/13/2019 4:21:00 PM,3,University of Virginia Cavaliers,Take,,,15 Davis,Right,1-1,,,,,7,Virginia Tech Hokies,7,1,65,165,,Strike,,25 Carrie,95,0,
221,"UVA4-13-19Game2, Pitch 221",Pitch,00:36:18.54,00:36:25.54,00:36:18.8960000,4/13/2019 4:21:00 PM,4,University of Virginia Cavaliers,,Ball,,15 Davis,Right,1-2,,,,,7,Virginia Tech Hokies,7,1,208,55,,Ball,,25 Carrie,96,0,
222,"UVA4-13-19Game2, Pitch 222",Pitch,00:36:27.03,00:36:35.33,00:36:27.0540000,4/13/2019 4:21:00 PM,5,University of Virginia Cavaliers,Ball in Play,,,15 Davis,Right,2-2,142,161,,Ground,7,Virginia Tech Hokies,7,2,144,86,,Strike,,25 Carrie,97,0,
