Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
Virginia Tech vs Duke (203),3010468,73232,R23,04-21-2018,25 Carrie Eberle,R-Hand,3 Haley Wymbs,L-Hand,,UM3,Ball in Play,,0--0,2B3,Ground Out,1 RBI,2 Out,,7. Inning,Virginia Tech,Duke,281;215,233;198,Virginia Tech vs Duke
Virginia Tech vs Duke (204),3083699,7666,R2,04-21-2018,25 Carrie Eberle,R-Hand,14 Raine Wilson,R-Hand,,ML4,Foul,0--1,0--0,,,,2 Out,,7. Inning,Virginia Tech,Duke,,198;305,Virginia Tech vs Duke
Virginia Tech vs Duke (205),3091366,8766,R2,04-21-2018,25 Carrie Eberle,R-Hand,14 Raine Wilson,R-Hand,,MR1,Foul,0--2,0--1,,,,2 Out,,7. Inning,Virginia Tech,Duke,,311;266,Virginia Tech vs Duke
Virginia Tech vs Duke (206),3100132,16200,R2,04-21-2018,25 Carrie Eberle,R-Hand,14 Raine Wilson,R-Hand,,MR2,Ball in Play,,0--2,PF,Line Out,,2 Out,,7. Inning,Virginia Tech,Duke,252;267,367;229,Virginia Tech vs Duke
Virginia Tech vs Duke (207),3116332,20133,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,27 Jessie Mehr,R-Hand,,MR3,Strike Called,0--1,0--0,,,,0 Out,,7. Inning,Duke,Virginia Tech,,347;272,Virginia Tech vs Duke
Virginia Tech vs Duke (208),3136465,15933,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,27 Jessie Mehr,R-Hand,,DOWNM4,Ball,1--1,0--1,,,,0 Out,,7. Inning,Duke,Virginia Tech,,302;455,Virginia Tech vs Duke
Virginia Tech vs Duke (209),3152398,17966,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,27 Jessie Mehr,R-Hand,,LR1,Strike Called,1--2,1--1,,,,0 Out,,7. Inning,Duke,Virginia Tech,,358;356,Virginia Tech vs Duke
Virginia Tech vs Duke (210),3170364,10933,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,27 Jessie Mehr,R-Hand,,DOWNM2,Ball,2--2,1--2,,,,0 Out,,7. Inning,Duke,Virginia Tech,,133;474,Virginia Tech vs Duke
Virginia Tech vs Duke (211),3181297,18300,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,27 Jessie Mehr,R-Hand,,LEFTM3,Strike Swinging,Strikeout,2--2,,,,0 Out,,7. Inning,Duke,Virginia Tech,,60;358,Virginia Tech vs Duke
Virginia Tech vs Duke (212),3199597,19566,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,6 Taylor Clark,R-Hand,,ML4,Foul,0--1,0--0,,,,1 Out,,7. Inning,Duke,Virginia Tech,,190;298,Virginia Tech vs Duke
Virginia Tech vs Duke (213),3219163,16533,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,6 Taylor Clark,R-Hand,,LEFTM3,Ball,1--1,0--1,,,,1 Out,,7. Inning,Duke,Virginia Tech,,76;369,Virginia Tech vs Duke
Virginia Tech vs Duke (214),3235696,18533,Bases Empty,04-21-2018,10 Peyton St. George,R-Hand,6 Taylor Clark,R-Hand,,LM1,Ball in Play,,1--1,SCF1,Single,,1 Out,,7. Inning,Duke,Virginia Tech,245;148,248;327,Virginia Tech vs Duke
Virginia Tech vs Duke (215),3254229,22366,R1,04-21-2018,10 Peyton St. George,R-Hand,2 Caroline Schoenewald,R-Hand,,UM2,Strike Swinging,0--1,0--0,,,,1 Out,,7. Inning,Duke,Virginia Tech,,261;149,Virginia Tech vs Duke
Virginia Tech vs Duke (216),3276595,7433,R1,04-21-2018,10 Peyton St. George,R-Hand,2 Caroline Schoenewald,R-Hand,,UM3,Foul,0--2,0--1,,,,1 Out,,7. Inning,Duke,Virginia Tech,,227;184,Virginia Tech vs Duke
Virginia Tech vs Duke (217),3284028,21733,R1,04-21-2018,10 Peyton St. George,R-Hand,2 Caroline Schoenewald,R-Hand,,LEFTM3,Ball,1--2,0--2,,,,1 Out,,7. Inning,Duke,Virginia Tech,,55;384,Virginia Tech vs Duke
Virginia Tech vs Duke (218),3305761,10433,R1,04-21-2018,10 Peyton St. George,R-Hand,2 Caroline Schoenewald,R-Hand,,DOWNM2,Ball,2--2,1--2,,,,1 Out,,7. Inning,Duke,Virginia Tech,,114;456,Virginia Tech vs Duke
Virginia Tech vs Duke (219),3316194,10500,R1,04-21-2018,10 Peyton St. George,R-Hand,2 Caroline Schoenewald,R-Hand,,UM4,Strike Swinging,Strikeout,2--2,,,,1 Out,,7. Inning,Duke,Virginia Tech,,279;183,Virginia Tech vs Duke
Virginia Tech vs Duke (220),3326694,7700,R1,04-21-2018,10 Peyton St. George,R-Hand,10 Olivia Lattin,R-Hand,,UPM2,Ball,1--0,0--0,,,,2 Out,,7. Inning,Duke,Virginia Tech,,182;59,Virginia Tech vs Duke
Virginia Tech vs Duke (221),3334394,12366,R1,04-21-2018,10 Peyton St. George,R-Hand,10 Olivia Lattin,R-Hand,,MR3,Foul,1--1,1--0,,,,2 Out,,7. Inning,Duke,Virginia Tech,,355;299,Virginia Tech vs Duke
Virginia Tech vs Duke (222),3346760,20300,R1,04-21-2018,10 Peyton St. George,R-Hand,10 Olivia Lattin,R-Hand,,ML3,Strike Called,1--2,1--1,,,,2 Out,,7. Inning,Duke,Virginia Tech,,151;304,Virginia Tech vs Duke
Virginia Tech vs Duke (223),3367060,15800,R1,04-21-2018,10 Peyton St. George,R-Hand,10 Olivia Lattin,R-Hand,,UPM2,Ball,2--2,1--2,,,,2 Out,,7. Inning,Duke,Virginia Tech,,137;82,Virginia Tech vs Duke
Virginia Tech vs Duke (224),3382860,15894,R1,04-21-2018,10 Peyton St. George,R-Hand,10 Olivia Lattin,R-Hand,,ML2,Strike Swinging,Strikeout,2--2,,,,2 Out,,7. Inning,Duke,Virginia Tech,,203;226,Virginia Tech vs Duke
