#,Name,ClipType,Media In,Media Out,Media Offset,Game Date,At Bat Pitch Count,Away Team,Strike Type,Ball Type,Base,Batter,Batter Strength,Count,Hit Location X,Hit Location Y,Hit Result,Hit Type,Home Score,Home Team,Inning,Outs,Pitch Location X,Pitch Location Y,Pitch Count,Pitch Result,Pitch Type,Pitcher,Total Pitch Count,Visitor Score,Umpire
154,"Tar Heels vs Hokies 4/21/19, Pitch 154",Pitch,00:29:38.42,00:29:45.27,00:29:38.6950000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,14 Emma,Right,1-0,,,,,5,Virginia Tech Hokies,5,1,181,154,,Ball,,42 George,4,0,
155,"Tar Heels vs Hokies 4/21/19, Pitch 155",Pitch,00:29:47.52,00:29:53.30,00:29:47.8710000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Swing,,,14 Emma,Right,2-0,,,,,5,Virginia Tech Hokies,5,1,107,94,,Strike,,42 George,5,0,
156,"Tar Heels vs Hokies 4/21/19, Pitch 156",Pitch,00:29:56.49,00:30:05.32,00:29:56.8130000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Foul,,,14 Emma,Right,2-1,,,,,5,Virginia Tech Hokies,5,1,171,149,,Strike,,42 George,6,0,
157,"Tar Heels vs Hokies 4/21/19, Pitch 157",Pitch,00:30:08.13,00:30:14.14,00:30:08.2250000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,,Ball,,14 Emma,Right,2-2,,,,,5,Virginia Tech Hokies,5,1,162,33,,Ball,,42 George,7,0,
158,"Tar Heels vs Hokies 4/21/19, Pitch 158",Pitch,00:30:16.56,00:30:22.23,00:30:16.9340000,4/21/2019 12:57:00 PM,6,University of North Carolina Tar Heels,,Ball,,14 Emma,Right,3-2,,,,,5,Virginia Tech Hokies,5,1,25,142,,Ball,,42 George,8,0,
159,"Tar Heels vs Hokies 4/21/19, Pitch 159",Pitch,00:30:25.06,00:30:31.05,00:30:25.1080000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Foul,,,8 Bennett,Right,0-0,,,,,5,Virginia Tech Hokies,5,1,156,54,,Strike,,42 George,9,0,
160,"Tar Heels vs Hokies 4/21/19, Pitch 160",Pitch,00:30:31.44,00:30:40.12,00:30:31.7320000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Ball in Play,,,8 Bennett,Right,0-1,71,73,,Fly,5,Virginia Tech Hokies,5,1,87,158,,Strike,,42 George,10,0,
161,"Tar Heels vs Hokies 4/21/19, Pitch 161",Pitch,00:30:44.43,00:30:51.00,00:30:44.7110000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,9 Velazquez,Left,0-0,,,,,5,Virginia Tech Hokies,5,2,88,130,,Strike,,42 George,11,0,
162,"Tar Heels vs Hokies 4/21/19, Pitch 162",Pitch,00:30:54.47,00:31:02.16,00:30:54.7880000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,9 Velazquez,Left,0-1,,,,,5,Virginia Tech Hokies,5,2,66,157,,Ball,,42 George,12,0,
163,"Tar Heels vs Hokies 4/21/19, Pitch 163",Pitch,00:31:05.58,00:31:12.47,00:31:05.9660000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,9 Velazquez,Left,1-1,,,,,5,Virginia Tech Hokies,5,2,65,72,,Strike,,42 George,13,0,
164,"Tar Heels vs Hokies 4/21/19, Pitch 164",Pitch,00:31:15.37,00:31:21.59,00:31:15.6260000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,9 Velazquez,Left,1-2,,,,,5,Virginia Tech Hokies,5,2,86,222,,Ball,,42 George,14,0,
165,"Tar Heels vs Hokies 4/21/19, Pitch 165",Pitch,00:31:24.05,00:31:31.36,00:31:24.0840000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Foul,,,9 Velazquez,Left,2-2,,,,,5,Virginia Tech Hokies,5,2,90,152,,Strike,,42 George,15,0,
166,"Tar Heels vs Hokies 4/21/19, Pitch 166",Pitch,00:31:33.25,00:31:39.58,00:31:33.4100000,4/21/2019 12:57:00 PM,6,University of North Carolina Tar Heels,,Ball,,9 Velazquez,Left,2-2,,,,,5,Virginia Tech Hokies,5,2,12,30,,Ball,,42 George,16,0,
167,"Tar Heels vs Hokies 4/21/19, Pitch 167",Pitch,00:32:01.54,00:32:07.15,00:32:01.9050000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,18 Lawter,Right,0-0,,,,,5,Virginia Tech Hokies,5,2,120,184,,Ball,,42 George,17,0,
168,"Tar Heels vs Hokies 4/21/19, Pitch 168",Pitch,00:32:10.40,00:32:17.48,00:32:10.6640000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Swing,,,18 Lawter,Right,1-0,,,,,5,Virginia Tech Hokies,5,2,53,157,,Strike,Offspeed,42 George,18,0,
169,"Tar Heels vs Hokies 4/21/19, Pitch 169",Pitch,00:32:19.38,00:32:25.07,00:32:19.6400000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,18 Lawter,Right,1-1,,,,,5,Virginia Tech Hokies,5,2,58,164,,Ball,,42 George,19,0,
170,"Tar Heels vs Hokies 4/21/19, Pitch 170",Pitch,00:32:31.28,00:32:38.06,00:32:31.4680000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Swing,,,18 Lawter,Right,2-1,,,,,5,Virginia Tech Hokies,5,2,72,164,,Strike,,42 George,20,0,
171,"Tar Heels vs Hokies 4/21/19, Pitch 171",Pitch,00:32:41.06,00:32:48.39,00:32:41.0940000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Take,,,18 Lawter,Right,2-2,,,,,5,Virginia Tech Hokies,5,2,168,155,,Strike,,42 George,21,0,
172,"Tar Heels vs Hokies 4/21/19, Pitch 172",Pitch,00:32:51.20,00:32:57.43,00:32:51.3380000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,8 Ramsey,Left,0-0,,,,,5,Virginia Tech Hokies,6,0,110,144,,Strike,,3 Rochard,85,0,
173,"Tar Heels vs Hokies 4/21/19, Pitch 173",Pitch,00:33:03.05,00:33:11.12,00:33:03.0830000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,8 Ramsey,Left,0-1,,,,,5,Virginia Tech Hokies,6,0,226,192,,Ball,,3 Rochard,86,0,
174,"Tar Heels vs Hokies 4/21/19, Pitch 174",Pitch,00:33:16.20,00:33:24.18,00:33:16.3300000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,8 Ramsey,Left,1-1,,,,,5,Virginia Tech Hokies,6,0,176,168,,Ball,,3 Rochard,87,0,
175,"Tar Heels vs Hokies 4/21/19, Pitch 175",Pitch,00:33:28.43,00:33:38.44,00:33:28.7250000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Ball in Play,,,8 Ramsey,Left,2-1,100,174,,Ground,5,Virginia Tech Hokies,6,0,171,146,,Strike,,3 Rochard,88,0,
176,"Tar Heels vs Hokies 4/21/19, Pitch 176",Pitch,00:33:43.01,00:33:54.57,00:33:43.0230000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Ball in Play,,,28 Pickett,Left,0-0,102,163,,Pop up infield,5,Virginia Tech Hokies,6,1,128,78,,Strike,,3 Rochard,89,0,
177,"Tar Heels vs Hokies 4/21/19, Pitch 177",Pitch,00:33:57.29,00:34:04.13,00:33:57.4870000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,55 Dray,Right,0-0,,,,,5,Virginia Tech Hokies,6,2,171,111,,Strike,,3 Rochard,90,0,
178,"Tar Heels vs Hokies 4/21/19, Pitch 178",Pitch,00:34:09.08,00:34:18.21,00:34:09.1320000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,0-1,,,,,5,Virginia Tech Hokies,6,2,131,75,,Strike,,3 Rochard,91,0,
179,"Tar Heels vs Hokies 4/21/19, Pitch 179",Pitch,00:34:19.56,00:34:29.01,00:34:19.9270000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,0-2,,,,,5,Virginia Tech Hokies,6,2,92,46,,Strike,,3 Rochard,92,0,
180,"Tar Heels vs Hokies 4/21/19, Pitch 180",Pitch,00:34:29.45,00:34:40.22,00:34:29.7530000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Foul,,,55 Dray,Right,0-2,,,,,5,Virginia Tech Hokies,6,2,177,78,,Strike,,3 Rochard,93,0,
181,"Tar Heels vs Hokies 4/21/19, Pitch 181",Pitch,00:34:44.17,00:34:50.18,00:34:44.2840000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,,Ball,,55 Dray,Right,0-2,,,,,5,Virginia Tech Hokies,6,2,23,30,,Ball,,3 Rochard,94,0,
182,"Tar Heels vs Hokies 4/21/19, Pitch 182",Pitch,00:34:54.35,00:35:03.11,00:34:54.5780000,4/21/2019 12:57:00 PM,6,University of North Carolina Tar Heels,Ball in Play,,,55 Dray,Right,1-2,100,84,,Fly,5,Virginia Tech Hokies,6,2,94,92,,Strike,,3 Rochard,95,0,
183,"Tar Heels vs Hokies 4/21/19, Pitch 183",Pitch,00:35:07.36,00:35:13.17,00:35:07.6080000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,16 Slaw,Left,0-0,,,,,5,Virginia Tech Hokies,6,0,180,152,,Strike,,42 George,22,0,
184,"Tar Heels vs Hokies 4/21/19, Pitch 184",Pitch,00:35:16.31,00:35:23.20,00:35:16.5170000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,16 Slaw,Left,0-1,,,,,5,Virginia Tech Hokies,6,0,197,149,,Strike,,42 George,23,0,
185,"Tar Heels vs Hokies 4/21/19, Pitch 185",Pitch,00:35:24.14,00:35:32.41,00:35:24.2410000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Ball in Play,,,16 Slaw,Left,0-2,143,162,,Ground,5,Virginia Tech Hokies,6,0,137,141,,Strike,,42 George,24,0,
186,"Tar Heels vs Hokies 4/21/19, Pitch 186",Pitch,00:35:36.29,00:35:42.00,00:35:36.4860000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Foul,,,29 Banks,Left,0-0,,,,,5,Virginia Tech Hokies,6,1,74,83,,Strike,,42 George,25,0,
187,"Tar Heels vs Hokies 4/21/19, Pitch 187",Pitch,00:35:43.06,00:35:49.02,00:35:43.0930000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Swing,,,29 Banks,Left,0-1,,,,,5,Virginia Tech Hokies,6,1,100,44,,Strike,,42 George,26,0,
188,"Tar Heels vs Hokies 4/21/19, Pitch 188",Pitch,00:35:52.09,00:36:00.22,00:35:52.1520000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,,,29 Banks,Left,0-2,,,,,5,Virginia Tech Hokies,6,1,-1,-1,,,,42 George,27,0,
189,"Tar Heels vs Hokies 4/21/19, Pitch 189",Pitch,00:36:04.20,00:36:12.26,00:36:04.3310000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,29 Banks,Left,0-2,,,,,5,Virginia Tech Hokies,6,1,62,77,,Strike,,42 George,27,0,
190,"Tar Heels vs Hokies 4/21/19, Pitch 190",Pitch,00:36:15.55,00:36:21.30,00:36:15.9260000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,29 Banks,Left,0-2,,,,,5,Virginia Tech Hokies,6,1,47,138,,Ball,,42 George,28,0,
191,"Tar Heels vs Hokies 4/21/19, Pitch 191",Pitch,00:36:26.12,00:36:34.26,00:36:26.2030000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Ball in Play,,,29 Banks,Left,1-2,144,162,,Ground,5,Virginia Tech Hokies,6,1,65,178,,Strike,,42 George,29,0,
192,"Tar Heels vs Hokies 4/21/19, Pitch 192",Pitch,00:36:42.06,00:36:47.13,00:36:42.1020000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,2 Bailey,Right,0-0,,,,,5,Virginia Tech Hokies,6,2,159,175,,Ball,,42 George,30,0,
193,"Tar Heels vs Hokies 4/21/19, Pitch 193",Pitch,00:36:50.52,00:36:57.04,00:36:50.8610000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,2 Bailey,Right,1-0,,,,,5,Virginia Tech Hokies,6,2,212,138,,Ball,,42 George,31,0,
194,"Tar Heels vs Hokies 4/21/19, Pitch 194",Pitch,00:37:00.08,00:37:06.19,00:37:00.1370000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,2 Bailey,Right,2-0,,,,,5,Virginia Tech Hokies,6,2,213,195,,Ball,,42 George,32,0,
195,"Tar Heels vs Hokies 4/21/19, Pitch 195",Pitch,00:37:09.27,00:37:15.36,00:37:09.4460000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,2 Bailey,Right,3-0,,,,,5,Virginia Tech Hokies,6,2,39,222,,Ball,,42 George,33,0,
196,"Tar Heels vs Hokies 4/21/19, Pitch 196",Pitch,00:37:19.32,00:37:25.12,00:37:19.5400000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,4 Trull,Left,0-0,,,,,5,Virginia Tech Hokies,6,2,165,214,,Ball,,42 George,34,0,
197,"Tar Heels vs Hokies 4/21/19, Pitch 197",Pitch,00:37:28.26,00:37:33.11,00:37:28.4320000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,4 Trull,Left,1-0,,,,,5,Virginia Tech Hokies,6,2,69,4,,Ball,,42 George,35,0,
198,"Tar Heels vs Hokies 4/21/19, Pitch 198",Pitch,00:37:35.34,00:37:40.40,00:37:35.5720000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,4 Trull,Left,2-0,,,,,5,Virginia Tech Hokies,6,2,223,95,,Ball,,42 George,36,0,
199,"Tar Heels vs Hokies 4/21/19, Pitch 199",Pitch,00:37:42.44,00:37:47.17,00:37:42.7290000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Take,,,4 Trull,Left,3-0,,,,,5,Virginia Tech Hokies,6,2,65,125,,Strike,,42 George,37,0,
200,"Tar Heels vs Hokies 4/21/19, Pitch 200",Pitch,00:37:50.13,00:37:59.37,00:37:50.2200000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,Ball in Play,,,4 Trull,Left,3-1,122,154,,Ground,5,Virginia Tech Hokies,6,2,117,168,,Strike,,42 George,38,0,
201,"Tar Heels vs Hokies 4/21/19, Pitch 201",Pitch,00:38:03.23,00:38:07.17,00:38:03.3830000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,27 Delamora,Left,0-0,,,,,5,Virginia Tech Hokies,7,0,198,209,,Ball,,3 Rochard,96,0,
202,"Tar Heels vs Hokies 4/21/19, Pitch 202",Pitch,00:38:11.47,00:38:19.24,00:38:11.7920000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Take,,,27 Delamora,Left,1-0,,,,,5,Virginia Tech Hokies,7,0,179,87,,Strike,,3 Rochard,97,0,
203,"Tar Heels vs Hokies 4/21/19, Pitch 203",Pitch,00:38:23.14,00:38:34.22,00:38:23.2370000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Ball in Play,,,27 Delamora,Right,1-1,141,168,,Ground,5,Virginia Tech Hokies,7,0,151,105,,Strike,,3 Rochard,98,0,
204,"Tar Heels vs Hokies 4/21/19, Pitch 204",Pitch,00:38:37.46,00:38:41.43,00:38:37.7680000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,,Ball,,42 George,Right,0-0,,,,,5,Virginia Tech Hokies,7,1,58,3,,Ball,,3 Rochard,99,0,
205,"Tar Heels vs Hokies 4/21/19, Pitch 205",Pitch,00:38:45.17,00:38:51.49,00:38:45.2920000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,42 George,Right,1-0,,,,,5,Virginia Tech Hokies,7,1,115,93,,Strike,,3 Rochard,100,0,
206,"Tar Heels vs Hokies 4/21/19, Pitch 206",Pitch,00:38:54.04,00:39:00.14,00:38:54.0670000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Take,,,42 George,Right,1-1,,,,,5,Virginia Tech Hokies,7,1,182,147,,Strike,,3 Rochard,101,0,
207,"Tar Heels vs Hokies 4/21/19, Pitch 207",Pitch,00:39:03.11,00:39:08.52,00:39:03.1770000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,,Ball,,42 George,Right,1-2,,,,,5,Virginia Tech Hokies,7,1,211,223,,Ball,,3 Rochard,102,0,
208,"Tar Heels vs Hokies 4/21/19, Pitch 208",Pitch,00:39:12.33,00:39:16.44,00:39:12.5530000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,5 Hutcherson,Left,0-0,,,,,5,Virginia Tech Hokies,7,1,196,105,,Strike,,3 Rochard,103,0,
209,"Tar Heels vs Hokies 4/21/19, Pitch 209",Pitch,00:39:21.29,00:39:30.09,00:39:21.4780000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,Foul,,,5 Hutcherson,Left,0-1,,,,,5,Virginia Tech Hokies,7,1,174,98,,Strike,,3 Rochard,104,0,
210,"Tar Heels vs Hokies 4/21/19, Pitch 210",Pitch,00:39:30.43,00:39:36.25,00:39:30.7210000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,,Ball,,5 Hutcherson,Left,0-2,,,,,5,Virginia Tech Hokies,7,1,210,32,,Ball,,3 Rochard,105,0,
211,"Tar Heels vs Hokies 4/21/19, Pitch 211",Pitch,00:39:40.17,00:39:45.59,00:39:40.2800000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Foul,,,5 Hutcherson,Left,1-2,,,,,5,Virginia Tech Hokies,7,1,132,69,,Strike,,3 Rochard,106,0,
212,"Tar Heels vs Hokies 4/21/19, Pitch 212",Pitch,00:39:49.27,00:39:54.27,00:39:49.4560000,4/21/2019 12:57:00 PM,5,University of North Carolina Tar Heels,,Ball,,5 Hutcherson,Left,1-2,,,,,5,Virginia Tech Hokies,7,1,213,217,,Ball,,3 Rochard,107,0,
213,"Tar Heels vs Hokies 4/21/19, Pitch 213",Pitch,00:39:59.13,00:40:06.42,00:39:59.2160000,4/21/2019 12:57:00 PM,6,University of North Carolina Tar Heels,Foul,,,5 Hutcherson,Left,2-2,,,,,5,Virginia Tech Hokies,7,1,197,104,,Strike,,3 Rochard,108,0,
214,"Tar Heels vs Hokies 4/21/19, Pitch 214",Pitch,00:40:08.51,00:40:16.24,00:40:08.8590000,4/21/2019 12:57:00 PM,7,University of North Carolina Tar Heels,Ball in Play,,,5 Hutcherson,Left,2-2,111,184,,Pop up infield,5,Virginia Tech Hokies,7,1,69,124,,Strike,,3 Rochard,109,0,
215,"Tar Heels vs Hokies 4/21/19, Pitch 215",Pitch,00:40:21.55,00:40:29.50,00:40:21.9220000,4/21/2019 12:57:00 PM,1,University of North Carolina Tar Heels,Take,,,3 Jensen,Right,0-0,,,,,5,Virginia Tech Hokies,7,2,179,155,,Strike,,3 Rochard,110,0,
216,"Tar Heels vs Hokies 4/21/19, Pitch 216",Pitch,00:40:34.01,00:40:41.15,00:40:34.0170000,4/21/2019 12:57:00 PM,2,University of North Carolina Tar Heels,,Ball,,3 Jensen,Right,0-1,,,,,5,Virginia Tech Hokies,7,2,197,140,,Ball,,3 Rochard,111,0,
217,"Tar Heels vs Hokies 4/21/19, Pitch 217",Pitch,00:40:45.29,00:40:50.19,00:40:45.4790000,4/21/2019 12:57:00 PM,3,University of North Carolina Tar Heels,Foul,,,3 Jensen,Right,1-1,,,,,5,Virginia Tech Hokies,7,2,171,105,,Strike,,3 Rochard,112,0,
218,"Tar Heels vs Hokies 4/21/19, Pitch 218",Pitch,00:40:54.23,00:41:02.36,00:40:54.3880000,4/21/2019 12:57:00 PM,4,University of North Carolina Tar Heels,Swing,,,3 Jensen,Right,1-2,,,,,5,Virginia Tech Hokies,7,2,201,102,,Strike,,3 Rochard,113,0,
