#,Name,ClipType,Media In,Media Out,Media Offset,Game Date,At Bat Pitch Count,Away Team,Strike Type,Ball Type,Base,Batter,Batter Strength,Count,Hit Location X,Hit Location Y,Hit Result,Hit Type,Home Score,Home Team,Inning,Outs,Pitch Location X,Pitch Location Y,Pitch Count,Pitch Result,Pitch Type,Pitcher,Total Pitch Count,Visitor Score,Umpire
126,"Cavaliers vs Hokies 4/12/19, Pitch 126",Pitch,00:22:47.46,00:22:58.30,00:22:47.7680000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,Ball in Play,,,13 Caitlyn,Right,1-1,98,175,,Ground,7,Virginia Tech Hokies,4,1,106,178,,Strike,,8 Dadney,6,0,
127,"Cavaliers vs Hokies 4/12/19, Pitch 127",Pitch,00:23:02.33,00:23:09.06,00:23:02.5490000,4/12/2019 4:13:00 PM,1,University of Virginia Cavaliers,Foul,,,14 Emma,Right,0-0,168,217,,,7,Virginia Tech Hokies,4,2,118,166,,Strike,,8 Dadney,7,0,
128,"Cavaliers vs Hokies 4/12/19, Pitch 128",Pitch,00:23:12.15,00:23:19.18,00:23:12.2420000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,,Ball,,14 Emma,Right,0-1,,,,,7,Virginia Tech Hokies,4,2,148,228,,Ball,,8 Dadney,8,0,
129,"Cavaliers vs Hokies 4/12/19, Pitch 129",Pitch,00:23:24.40,00:23:34.55,00:23:24.6710000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,Ball in Play,,,14 Emma,Right,1-1,183,117,,Fly,7,Virginia Tech Hokies,4,2,91,95,,Strike,,8 Dadney,9,0,
130,"Cavaliers vs Hokies 4/12/19, Pitch 130",Pitch,00:23:39.05,00:23:45.27,00:23:39.0860000,4/12/2019 4:13:00 PM,1,University of Virginia Cavaliers,,Ball,,4 Gilbert,Right,0-0,,,,,7,Virginia Tech Hokies,5,0,108,59,,Ball,Rise,25 Carrie,50,0,
131,"Cavaliers vs Hokies 4/12/19, Pitch 131",Pitch,00:23:48.26,00:23:59.19,00:23:48.4280000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,4 Gilbert,Right,1-0,137,151,,Pop up infield,7,Virginia Tech Hokies,5,1,116,65,,Strike,Rise,25 Carrie,51,0,
132,"Cavaliers vs Hokies 4/12/19, Pitch 132",Pitch,00:24:01.54,00:24:08.32,00:24:01.9090000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,,Ball,,27 Ritchie,Right,1-1,,,,,7,Virginia Tech Hokies,5,1,23,20,,Ball,Rise,25 Carrie,52,0,
133,"Cavaliers vs Hokies 4/12/19, Pitch 133",Pitch,00:24:11.47,00:24:17.42,00:24:11.7850000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,,Ball,,27 Ritchie,Right,1-1,,,,,7,Virginia Tech Hokies,5,1,65,21,,Ball,,25 Carrie,53,0,
134,"Cavaliers vs Hokies 4/12/19, Pitch 134",Pitch,00:24:20.21,00:24:29.58,00:24:20.3440000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,Foul,,,27 Ritchie,Right,2-1,186,191,,,7,Virginia Tech Hokies,5,1,93,139,,Strike,,25 Carrie,54,0,
135,"Cavaliers vs Hokies 4/12/19, Pitch 135",Pitch,00:24:31.56,00:24:38.49,00:24:31.9390000,4/12/2019 4:13:00 PM,4,University of Virginia Cavaliers,,Ball,,27 Ritchie,Right,2-2,,,,,7,Virginia Tech Hokies,5,0,22,109,,Ball,,25 Carrie,55,0,
136,"Cavaliers vs Hokies 4/12/19, Pitch 136",Pitch,00:24:42.11,00:24:49.31,00:24:42.1820000,4/12/2019 4:13:00 PM,5,University of Virginia Cavaliers,Take,,,27 Ritchie,Right,3-1,,,,,7,Virginia Tech Hokies,5,1,100,93,,Strike,,25 Carrie,56,0,
137,"Cavaliers vs Hokies 4/12/19, Pitch 137",Pitch,00:24:51.49,00:24:59.03,00:24:51.8250000,4/12/2019 4:13:00 PM,6,University of Virginia Cavaliers,Foul,,,27 Ritchie,Right,3-2,217,215,,,7,Virginia Tech Hokies,5,1,84,97,,Strike,,25 Carrie,57,0,
138,"Cavaliers vs Hokies 4/12/19, Pitch 138",Pitch,00:25:02.03,00:25:12.31,00:25:02.0520000,4/12/2019 4:13:00 PM,7,University of Virginia Cavaliers,Ball in Play,,,27 Ritchie,Right,3-2,104,164,Single,,7,Virginia Tech Hokies,5,1,148,153,,Strike,,25 Carrie,58,0,
139,"Cavaliers vs Hokies 4/12/19, Pitch 139",Pitch,00:25:17.34,00:25:28.26,00:25:17.5680000,4/12/2019 4:13:00 PM,1,University of Virginia Cavaliers,Ball in Play,,,23 Friedman,Right,0-0,109,158,,ground,7,Virginia Tech Hokies,5,1,40,136,,Strike,,25 Carrie,59,0,
140,"Cavaliers vs Hokies 4/12/19, Pitch 140",Pitch,00:25:32.15,00:25:39.14,00:25:32.2490000,4/12/2019 4:13:00 PM,1,University of Virginia Cavaliers,,Ball,,8 Bennett,Right,0-0,,,,,7,Virginia Tech Hokies,5,0,156,210,,Ball,Dropball,8 Dadney,10,0,
141,"Cavaliers vs Hokies 4/12/19, Pitch 141",Pitch,00:25:42.04,00:25:48.49,00:25:42.0750000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,Foul,,,8 Bennett,Right,1-0,69,190,,,7,Virginia Tech Hokies,5,0,168,143,,Strike,,8 Dadney,11,0,
142,"Cavaliers vs Hokies 4/12/19, Pitch 142",Pitch,00:25:51.22,00:25:58.29,00:25:51.3680000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,Foul,,,8 Bennett,Right,1-1,,,,,7,Virginia Tech Hokies,5,0,206,170,,Strike,,8 Dadney,12,0,
143,"Cavaliers vs Hokies 4/12/19, Pitch 143",Pitch,00:26:01.02,00:26:10.56,00:26:01.0280000,4/12/2019 4:13:00 PM,4,University of Virginia Cavaliers,Ball in Play,,,8 Bennett,Right,1-2,103,158,Single,,7,Virginia Tech Hokies,5,0,172,148,,Strike,,8 Dadney,13,0,
144,"Cavaliers vs Hokies 4/12/19, Pitch 144",Pitch,00:26:16.27,00:26:22.46,00:26:16.4430000,4/12/2019 4:13:00 PM,1,University of Virginia Cavaliers,,Ball,,9 Velazquez,Left,0-0,,,,,7,Virginia Tech Hokies,5,0,192,219,,Ball,Dropball,8 Dadney,14,0,
145,"Cavaliers vs Hokies 4/12/19, Pitch 145",Pitch,00:26:25.49,00:26:37.08,00:26:25.8190000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,Ball in Play,,,9 Velazquez,Left,1-0,108,162,,Pop up infield,7,Virginia Tech Hokies,5,1,158,152,,Strike,,8 Dadney,15,0,
146,"Cavaliers vs Hokies 4/12/19, Pitch 146",Pitch,00:26:38.25,00:26:46.49,00:26:38.4150000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,,Ball,,06 Lauren,Left,1-1,,,,,7,Virginia Tech Hokies,5,1,114,230,,Ball,,8 Dadney,16,0,
147,"Cavaliers vs Hokies 4/12/19, Pitch 147",Pitch,00:26:48.22,00:26:57.12,00:26:48.3750000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,Foul,,,06 Lauren,Right,1-0,60,187,,,7,Virginia Tech Hokies,5,1,108,143,,Strike,,8 Dadney,17,0,
148,"Cavaliers vs Hokies 4/12/19, Pitch 148",Pitch,00:26:59.49,00:27:06.14,00:26:59.8200000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,,Ball,,06 Lauren,Right,1-1,,,,,7,Virginia Tech Hokies,5,1,69,222,,Ball,Dropball,8 Dadney,18,0,
149,"Cavaliers vs Hokies 4/12/19, Pitch 149",Pitch,00:27:11.59,00:27:18.54,00:27:11.9820000,4/12/2019 4:13:00 PM,4,University of Virginia Cavaliers,Foul,,,06 Lauren,Right,2-1,28,167,,,7,Virginia Tech Hokies,5,1,158,143,,Strike,,8 Dadney,19,0,
150,"Cavaliers vs Hokies 4/12/19, Pitch 150",Pitch,00:27:22.41,00:27:28.52,00:27:22.6930000,4/12/2019 4:13:00 PM,5,University of Virginia Cavaliers,,Ball,,06 Lauren,Right,2-2,,,,,7,Virginia Tech Hokies,5,1,19,65,,Ball,,8 Dadney,20,0,
151,"Cavaliers vs Hokies 4/12/19, Pitch 151",Pitch,00:27:30.55,00:27:39.26,00:27:30.9180000,4/12/2019 4:13:00 PM,6,University of Virginia Cavaliers,,Ball,,06 Lauren,Right,3-2,,,,,7,Virginia Tech Hokies,5,1,163,221,,Ball,,8 Dadney,21,0,
152,"Cavaliers vs Hokies 4/12/19, Pitch 152",Pitch,00:27:42.60,00:27:48.51,00:27:42.9960000,4/12/2019 4:13:00 PM,1,University of Virginia Cavaliers,Foul,,,18 Lawter,Right,0-0,63,191,,,7,Virginia Tech Hokies,5,1,144,174,,Strike,,8 Dadney,22,0,
153,"Cavaliers vs Hokies 4/12/19, Pitch 153",Pitch,00:27:51.48,00:27:59.13,00:27:51.8050000,4/12/2019 4:13:00 PM,2,University of Virginia Cavaliers,Foul,,,18 Lawter,Right,0-1,119,232,,,7,Virginia Tech Hokies,5,1,120,147,,Strike,,8 Dadney,23,0,
154,"Cavaliers vs Hokies 4/12/19, Pitch 154",Pitch,00:28:01.54,00:28:08.37,00:28:01.8990000,4/12/2019 4:13:00 PM,3,University of Virginia Cavaliers,,Ball,,18 Lawter,Right,1-2,,,,,7,Virginia Tech Hokies,5,1,17,31,,Ball,,8 Dadney,24,0,
155,"Cavaliers vs Hokies 4/12/19, Pitch 155",Pitch,00:28:11.02,00:28:17.38,00:28:11.0410000,4/12/2019 4:13:00 PM,4,University of Virginia Cavaliers,,Ball,,18 Lawter,Right,1-2,,,,,8,Virginia Tech Hokies,5,1,26,56,,Ball,,8 Dadney,25,0,
156,"Cavaliers vs Hokies 4/12/19, Pitch 156",Pitch,00:28:20.12,00:28:28.38,00:28:20.2000000,4/12/2019 4:13:00 PM,5,University of Virginia Cavaliers,Foul,,,18 Lawter,Right,2-2,215,182,,,8,Virginia Tech Hokies,5,1,72,68,,Strike,,8 Dadney,26,0,
157,"Cavaliers vs Hokies 4/12/19, Pitch 157",Pitch,00:28:31.55,00:28:46.11,00:28:31.9120000,4/12/2019 4:13:00 PM,6,University of Virginia Cavaliers,Ball in Play,,,18 Lawter,Right,2-2,71,62,Double,Line,8,Virginia Tech Hokies,5,1,136,144,,Strike,,8 Dadney,27,0,
