Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Catcher Throw Down,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,8. Well Hit,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
PITCH (17),200487,17574,R1,02-17-2019,12 Kelly Schmidt,R-Hand,14 Emma Strouth,R-Hand,Fastball,UPL,,Ball in Play,,0--0,SRCF,Single,,,2 Out,,1. Inning,East Tennesse State,Virginia Tech,340;164,121;179,PITCH
PITCH (18),218077,8795,R12,02-17-2019,12 Kelly Schmidt,R-Hand,8 Kelsey Bennett,R-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,2 Out,,1. Inning,East Tennesse State,Virginia Tech,,407;358,PITCH
PITCH (19),226889,8994,R12,02-17-2019,12 Kelly Schmidt,R-Hand,8 Kelsey Bennett,R-Hand,,LL,,Strike Swinging,1--1,1--0,,,,,2 Out,,1. Inning,East Tennesse State,Virginia Tech,,133;402,PITCH
PITCH (20),235899,18352,R12,02-17-2019,12 Kelly Schmidt,R-Hand,8 Kelsey Bennett,R-Hand,,UPM,,Ball in Play,,1--1,MCF1,Fly Out,,,2 Out,,1. Inning,East Tennesse State,Virginia Tech,219;118,253;113,PITCH
PITCH (21),254268,12168,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,ML,,Strike Called,0--1,0--0,,,,,0 Out,,1. Inning,Virginia Tech,East Tennesse State,,122;237,PITCH
PITCH (22),266452,8984,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,MR,,Strike Called,0--2,0--1,,,,,0 Out,,1. Inning,Virginia Tech,East Tennesse State,,363;202,PITCH
PITCH (23),275453,11755,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,UPM,,Ball,1--2,0--2,,,,,0 Out,,1. Inning,Virginia Tech,East Tennesse State,,244;21,PITCH
PITCH (24),287225,15194,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,UPM,,Strike Swinging,Strikeout,1--2,,,,,0 Out,,1. Inning,Virginia Tech,East Tennesse State,,232;204,PITCH
PITCH (25),302436,11832,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,4 Lauren Lee,R-Hand,,DOWNM,,Strike Swinging,0--1,0--0,,,,,1 Out,,1. Inning,Virginia Tech,East Tennesse State,,169;414,PITCH
PITCH (26),314285,17110,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,4 Lauren Lee,R-Hand,,MR,,Ball in Play,,0--1,PF,Ground Out,,,1 Out,,1. Inning,Virginia Tech,East Tennesse State,237;263,310;266,PITCH
PITCH (27),331411,10985,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,18 Kylie Toler,R-Hand,,UPM,,Ball,1--0,0--0,,,,,2 Out,,1. Inning,Virginia Tech,East Tennesse State,,63;52,PITCH
PITCH (28),342412,17141,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,18 Kylie Toler,R-Hand,,MR,,Ball in Play,,1--0,SS3,Ground Out,,,2 Out,,1. Inning,Virginia Tech,East Tennesse State,212;206,357;208,PITCH
PITCH (29),359570,7994,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,2 Jayme Bailey,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,54;150,PITCH
PITCH (30),367581,13212,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,2 Jayme Bailey,R-Hand,,UPM,,Foul,1--1,1--0,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,278;87,PITCH
PITCH (31),380809,12296,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,2 Jayme Bailey,R-Hand,,UPM,,Ball,2--1,1--1,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,278;35,PITCH
