Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Catcher Throw Down,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,8. Well Hit,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
PITCH (32),393122,8994,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,2 Jayme Bailey,R-Hand,,ML,,Strike Called,2--2,2--1,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,144;299,PITCH
PITCH (33),402132,10761,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,2 Jayme Bailey,R-Hand,,UPM,,Foul,2--2,2--2,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,289;122,PITCH
PITCH (34),412910,14234,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,2 Jayme Bailey,R-Hand,,LEFTM,,Ball in Play,,2--2,SCF2,Single,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,260;141,89;232,PITCH
PITCH (35),427161,7687,R1,02-17-2019,12 Kelly Schmidt,R-Hand,18 Mackenzie Lawter,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,65;246,PITCH
PITCH (36),434864,11439,R1,02-17-2019,12 Kelly Schmidt,R-Hand,18 Mackenzie Lawter,R-Hand,,DOWNM,,Ball,2--0,1--0,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,132;445,PITCH
PITCH (37),446320,12056,R1,02-17-2019,12 Kelly Schmidt,R-Hand,18 Mackenzie Lawter,R-Hand,,UPR,,Foul,2--1,2--0,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,347;187,PITCH
PITCH (38),458393,10061,R1,02-17-2019,12 Kelly Schmidt,R-Hand,18 Mackenzie Lawter,R-Hand,,LEFTM,,Ball,3--1,2--1,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,35;359,PITCH
PITCH (39),468470,9642,R1,02-17-2019,12 Kelly Schmidt,R-Hand,18 Mackenzie Lawter,R-Hand,,UPR,,Foul,3--2,3--1,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,327;175,PITCH
PITCH (40),478129,16667,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,18 Mackenzie Lawter,R-Hand,,LM,,Ball in Play,,3--1,Home Run LF,Home Run,1 RBI,Well Hit Ball,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,235;342,PITCH
PITCH (41),494812,11569,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,29 Maddi Banks,L-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,410;297,PITCH
PITCH (42),506397,8414,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,29 Maddi Banks,L-Hand,,UPR,,Strike Swinging,1--1,1--0,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,384;197,PITCH
PITCH (43),514828,10547,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,29 Maddi Banks,L-Hand,,UPR,,Foul,1--2,1--1,,,,,1 Out,Bunt Attempt,2. Inning,East Tennesse State,Virginia Tech,,357;169,PITCH
PITCH (44),525391,12642,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,9 Al Velazquez,L-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,2 Out,,2. Inning,East Tennesse State,Virginia Tech,,436;101,PITCH
PITCH (45),538050,9353,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,9 Al Velazquez,L-Hand,,DOWNM,,Ball,2--0,1--0,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,323;425,PITCH
PITCH (46),547420,9986,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,9 Al Velazquez,L-Hand,,MR,,Strike Swinging,2--1,2--0,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,392;211,PITCH
PITCH (47),557423,10985,Bases Empty,02-17-2019,12 Kelly Schmidt,R-Hand,9 Al Velazquez,L-Hand,,RIGHTM,,Ball,3--1,2--1,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,433;356,PITCH
PITCH (128),568424,7988,Bases Empty,02-17-2019,,,9 Al Velazquez,L-Hand,,RIGHTM,,Ball,3--1,2--1,,,,,0 Out,,1. Inning,,Virginia Tech,,423;384,PITCH
PITCH (48),576429,10200,R1,02-17-2019,12 Kelly Schmidt,R-Hand,9 Al Velazquez,L-Hand,,UPM,,Ball,Walk,3--1,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,350;73,PITCH
PITCH (49),586646,11992,R1,02-17-2019,12 Kelly Schmidt,R-Hand,4 Darby Trull,L-Hand,,DOWNM,,Ball,1--0,0--0,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,245;412,PITCH
PITCH (50),598655,10991,R1,02-17-2019,12 Kelly Schmidt,R-Hand,4 Darby Trull,L-Hand,,UPR,,Strike Called,1--1,1--0,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,354;158,PITCH
PITCH (51),609662,10090,R1,02-17-2019,12 Kelly Schmidt,R-Hand,4 Darby Trull,L-Hand,,RIGHTM,,Strike Called,1--2,1--1,,,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,,434;256,PITCH
PITCH (253),619769,9995,R1,02-17-2019,12 Kelly Schmidt,R-Hand,4 Darby Trull,L-Hand,,UPM,,Ball,2--2,1--2,,,,,0 Out,,2. Inning,East Tennesse State,Virginia Tech,,405;71,PITCH
PITCH (52),629780,24996,R1,02-17-2019,12 Kelly Schmidt,R-Hand,4 Darby Trull,L-Hand,,ML,,Ball in Play,,2--2,SRCF,Single,,,1 Out,,2. Inning,East Tennesse State,Virginia Tech,336;158,121;256,PITCH
PITCH (53),654793,9993,R12,02-17-2019,12 Kelly Schmidt,R-Hand,6 Lauren Duff,R-Hand,,ML,,Strike Called,0--1,0--0,,,,,2 Out,,2. Inning,East Tennesse State,Virginia Tech,,126;225,PITCH
PITCH (54),664803,10055,R12,02-17-2019,12 Kelly Schmidt,R-Hand,6 Lauren Duff,R-Hand,,ML,,Foul,0--2,0--1,,,,,2 Out,,2. Inning,East Tennesse State,Virginia Tech,,188;202,PITCH
PITCH (55),674875,10142,R12,02-17-2019,12 Kelly Schmidt,R-Hand,6 Lauren Duff,R-Hand,,LEFTM,,Ball,1--2,0--2,,,,,2 Out,,2. Inning,East Tennesse State,Virginia Tech,,53;189,PITCH
PITCH (56),685034,10076,R12,02-17-2019,12 Kelly Schmidt,R-Hand,6 Lauren Duff,R-Hand,,UPM,,Foul,1--2,1--2,,,,,2 Out,,2. Inning,East Tennesse State,Virginia Tech,,208;88,PITCH
PITCH (57),695126,13082,R12,02-17-2019,12 Kelly Schmidt,R-Hand,6 Lauren Duff,R-Hand,,LL,,Strike Swinging,Strikeout,1--2,,,,,2 Out,,2. Inning,East Tennesse State,Virginia Tech,,155;328,PITCH
PITCH (58),708224,14997,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,7 Nikki Grupp,R-Hand,,LEFTM,,Strike Called,0--1,0--0,,,,,0 Out,,2. Inning,Virginia Tech,East Tennesse State,,86;197,PITCH
PITCH (59),723237,11987,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,7 Nikki Grupp,R-Hand,,LEFTM,,Ball,1--1,0--1,,,,,0 Out,,2. Inning,Virginia Tech,East Tennesse State,,42;350,PITCH
PITCH (60),735241,18840,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,7 Nikki Grupp,R-Hand,,LM,,Ball in Play,,1--1,SS3,Ground Out,,,0 Out,,2. Inning,Virginia Tech,East Tennesse State,213;213,290;333,PITCH
PITCH (61),754098,14995,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,60;391,PITCH
PITCH (62),769110,14986,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,DOWNM,,Ball,2--0,1--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,320;483,PITCH
PITCH (63),784113,16828,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,DOWNM,,Ball,3--0,2--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,381;430,PITCH
PITCH (64),800957,14999,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,ML,,Strike Called,3--1,3--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,114;217,PITCH
PITCH (65),815973,14988,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,DOWNM,,Ball,Walk,3--1,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,248;425,PITCH
PITCH (66),830977,15989,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,ML,,Foul,0--1,0--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,152;225,PITCH
PITCH (67),846983,15986,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,ML,,Foul,0--2,0--1,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,124;236,PITCH
PITCH (68),862985,15990,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,DOWNM,,Ball,1--2,0--2,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,465;404,PITCH
PITCH (69),878992,15990,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,MM,,Foul,1--2,1--2,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,216;207,PITCH
PITCH (70),894999,15986,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,DOWNM,,Ball,2--2,1--2,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,262;455,PITCH
PITCH (71),911001,15985,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,UPL,,Foul,2--2,2--2,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,142;147,PITCH
PITCH (72),927003,17501,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,UPR,,Ball in Play,,2--2,SLCF,Single,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,176;135,310;119,PITCH
PITCH (73),944521,15987,R12,02-17-2019,25 Carrie Eberle,R-Hand,19 Tiffany Laughren,R-Hand,,UPM,,Ball,1--0,0--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,235;45,PITCH
PITCH (74),960524,15995,R12,02-17-2019,25 Carrie Eberle,R-Hand,19 Tiffany Laughren,R-Hand,,LEFTM,,Ball,2--0,1--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,83;158,PITCH
PITCH (75),976536,20913,R12,02-17-2019,25 Carrie Eberle,R-Hand,19 Tiffany Laughren,R-Hand,,ML,,Ball in Play,,2--0,DCF2,Double,1 RBI,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,305;49,164;219,PITCH
PITCH (76),997465,15993,R23,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,UPM,,Strike Called,0--1,0--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,251;184,PITCH
PITCH (77),1013475,15992,R23,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,ML,,Strike Called,0--2,0--1,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,111;293,PITCH
PITCH (78),1029484,15992,R23,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,DOWNM,,Ball,Hit by Pitch,0--2,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,338;481,PITCH
PITCH (79),1045493,15989,R123,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,UPM,,Ball,1--0,0--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,347;74,PITCH
PITCH (80),1061499,15998,R123,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,LM,,Foul,1--1,1--0,,,,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,,215;353,PITCH
PITCH (81),1077514,29990,R123,02-17-2019,25 Carrie Eberle,R-Hand,13 Demi Coleman,R-Hand,,LL,,Ball in Play,,1--1,PF,ROE,2 RBI,,1 Out,,2. Inning,Virginia Tech,East Tennesse State,238;282,186;313,PITCH
PITCH (82),1107520,24467,R13,02-17-2019,25 Carrie Eberle,R-Hand,25 Kelly Warren,L-Hand,,LL,,Ball in Play,,0--0,2B3,Single,1 RBI,,2 Out,,2. Inning,Virginia Tech,East Tennesse State,284;222,201;325,PITCH
PITCH (83),1132004,15997,R12,02-17-2019,25 Carrie Eberle,R-Hand,4 Lauren Lee,R-Hand,,LL,,Strike Swinging,0--1,0--0,,,,,2 Out,,2. Inning,Virginia Tech,East Tennesse State,,153;384,PITCH
PITCH (84),1148018,15642,R12,02-17-2019,25 Carrie Eberle,R-Hand,4 Lauren Lee,R-Hand,,LL,,Foul,0--2,0--1,,,,,2 Out,,2. Inning,Virginia Tech,East Tennesse State,,196;367,PITCH
PITCH (85),1163677,15985,R12,02-17-2019,25 Carrie Eberle,R-Hand,4 Lauren Lee,R-Hand,,RIGHTM,,Ball,1--2,0--2,,,,,2 Out,,2. Inning,Virginia Tech,East Tennesse State,,440;330,PITCH
PITCH (86),1179679,15730,R12,02-17-2019,25 Carrie Eberle,R-Hand,4 Lauren Lee,R-Hand,,LL,,Strike Swinging,Strikeout,1--2,,,,,,,2. Inning,Virginia Tech,East Tennesse State,,183;391,PITCH
PITCH (87),1195425,12994,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,ML,,Strike Swinging,0--1,0--0,,,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,,166;260,PITCH
PITCH (88),1208436,15996,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,ML,,Strike Called,0--2,0--1,,,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,,128;239,PITCH
PITCH (89),1224449,12992,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,UPM,,Ball,1--2,0--2,,,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,,246;6,PITCH
PITCH (90),1237458,7876,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,LEFTM,,Foul,1--2,1--2,,,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,,61;237,PITCH
PITCH (91),1245351,12991,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,UPL,,Foul,1--2,1--2,,,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,,127;199,PITCH
PITCH (92),1258359,13994,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,UPM,,Ball,2--2,1--2,,,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,,310;61,PITCH
PITCH (93),1272370,12628,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,LEFTM,,Ball in Play,,2--2,2B3,Line Out,,,0 Out,,3. Inning,East Tennesse State,Virginia Tech,281;203,82;351,PITCH
PITCH (94),1285015,14000,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,14 Emma Strouth,R-Hand,,DOWNM,,Ball,1--0,0--0,,,,,1 Out,,3. Inning,East Tennesse State,Virginia Tech,,251;451,PITCH
PITCH (95),1299031,13984,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,14 Emma Strouth,R-Hand,,RIGHTM,,Ball,2--0,1--0,,,,,1 Out,,3. Inning,East Tennesse State,Virginia Tech,,479;110,PITCH
PITCH (96),1313032,8101,R1,02-17-2019,27 MacKenzie Dyson,R-Hand,8 Kelsey Bennett,R-Hand,,RIGHTM,,Ball,Hit By Pitch,2--0,,,,,1 Out,,3. Inning,East Tennesse State,Virginia Tech,,491;146,PITCH
PITCH (97),1321149,13996,R12,02-17-2019,27 MacKenzie Dyson,R-Hand,2 Jayme Bailey,R-Hand,,DOWNM,,WP-PB,1--0,0--0,,,,,1 Out,,3. Inning,East Tennesse State,Virginia Tech,,149;446,PITCH
PITCH (98),1335162,13997,R23,02-17-2019,27 MacKenzie Dyson,R-Hand,2 Jayme Bailey,R-Hand,,UPL,,Strike Swinging,1--1,1--0,,,,,1 Out,,3. Inning,East Tennesse State,Virginia Tech,,189;183,PITCH
PITCH (99),1349176,37986,R23,02-17-2019,27 MacKenzie Dyson,R-Hand,2 Jayme Bailey,R-Hand,,MR,,Ball in Play,,1--1,PF,Single,1 RBI,,1 Out,,3. Inning,East Tennesse State,Virginia Tech,230;295,313;238,PITCH
PITCH (100),1387179,28391,R2,02-17-2019,27 MacKenzie Dyson,R-Hand,18 Mackenzie Lawter,R-Hand,,RIGHTM,,WP-PB,1--0,0--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,441;184,PITCH
PITCH (101),1415587,9988,R2,02-17-2019,27 MacKenzie Dyson,R-Hand,18 Mackenzie Lawter,R-Hand,,LEFTM,,Ball,2--0,1--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,86;323,PITCH
PITCH (102),1425592,13984,R2,02-17-2019,27 MacKenzie Dyson,R-Hand,18 Mackenzie Lawter,R-Hand,,LEFTM,,Ball,3--0,2--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,16;147,PITCH
PITCH (103),1439593,13992,R2,02-17-2019,27 MacKenzie Dyson,R-Hand,18 Mackenzie Lawter,R-Hand,,RIGHTM,,Ball,Walk,3--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,429;329,PITCH
PITCH (104),1453602,22227,R13,02-17-2019,27 MacKenzie Dyson,R-Hand,29 Maddi Banks,L-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,416;277,PITCH
PITCH (105),1475845,13759,R23,02-17-2019,27 MacKenzie Dyson,R-Hand,29 Maddi Banks,L-Hand,,MR,,Foul,1--1,1--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,368;207,PITCH
PITCH (106),1489620,14984,R23,02-17-2019,27 MacKenzie Dyson,R-Hand,29 Maddi Banks,L-Hand,,UPM,,Ball,2--1,1--1,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,180;30,PITCH
PITCH (107),1504621,12834,R23,02-17-2019,27 MacKenzie Dyson,R-Hand,29 Maddi Banks,L-Hand,,RIGHTM,,Strike Called,2--2,2--1,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,421;253,PITCH
PITCH (108),1517472,13991,NO CHANGE,02-17-2019,27 MacKenzie Dyson,R-Hand,29 Maddi Banks,L-Hand,,UPR,,Foul,2--2,2--2,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,347;138,PITCH
PITCH (109),1531480,24986,R23,02-17-2019,27 MacKenzie Dyson,R-Hand,29 Maddi Banks,L-Hand,,MR,,Ball in Play,,2--2,DLCF,Double,2 RBI,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,165;58,307;247,PITCH
PITCH (110),1556482,13993,R2,02-17-2019,27 MacKenzie Dyson,R-Hand,9 Al Velazquez,L-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,,406;134,PITCH
PITCH (111),1570491,19998,R2,02-17-2019,27 MacKenzie Dyson,R-Hand,9 Al Velazquez,L-Hand,,MR,,Ball in Play,,1--0,DLF,Fly Out,,,2 Out,,3. Inning,East Tennesse State,Virginia Tech,121;105,358;203,PITCH
PITCH (112),1590506,14491,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,18 Kylie Toler,R-Hand,,ML,,Strike Called,0--1,0--0,,,,,0 Out,,3. Inning,Virginia Tech,East Tennesse State,,134;276,PITCH
PITCH (113),1605014,19996,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,18 Kylie Toler,R-Hand,,ML,,Ball in Play,,0--1,2B3,Ground Out,,,0 Out,,3. Inning,Virginia Tech,East Tennesse State,283;240,200;233,PITCH
PITCH (114),1625027,15048,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,7 Nikki Grupp,R-Hand,,UPM,,Foul,0--1,0--0,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,239;125,PITCH
PITCH (115),1640092,14986,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,7 Nikki Grupp,R-Hand,,LL,,Ball,1--1,0--1,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,129;397,PITCH
PITCH (116),1655095,23250,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,7 Nikki Grupp,R-Hand,,LL,,Ball in Play,,1--1,SS3,Single,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,193;228,190;332,PITCH
PITCH (117),1678361,14991,R1,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,RIGHTM,,Ball,1--0,0--0,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,436;336,PITCH
PITCH (118),1693369,14990,R1,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,LM,,Strike Swinging,1--1,1--0,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,251;352,PITCH
PITCH (119),1708376,14988,R1,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,RIGHTM,,Ball,2--1,1--1,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,408;370,PITCH
PITCH (120),1723380,14998,R1,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,ML,,Strike Called,2--2,2--1,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,107;244,PITCH
PITCH (121),1738394,14985,R1,02-17-2019,25 Carrie Eberle,R-Hand,20 Taylor Wright,R-Hand,,DOWNM,,Strike Swinging,Strikeout,2--2,,,,,1 Out,,3. Inning,Virginia Tech,East Tennesse State,,134;429,PITCH
PITCH (122),1753396,14992,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,LM,,Strike Swinging,0--1,0--0,,,,,2 Out,,3. Inning,Virginia Tech,East Tennesse State,,248;322,PITCH
PITCH (123),1768405,20299,R1,02-17-2019,25 Carrie Eberle,R-Hand,88 Malloree Schurr,R-Hand,,MR,,Ball in Play,,0--1,SRCF,Single,,,2 Out,,3. Inning,Virginia Tech,East Tennesse State,325;197,324;224,PITCH
PITCH (124),1788721,20151,R1,02-17-2019,25 Carrie Eberle,R-Hand,19 Tiffany Laughren,R-Hand,,LL,,Ball in Play,,0--0,3B2,Ground Out,,,2 Out,,3. Inning,Virginia Tech,East Tennesse State,198;275,182;323,PITCH
PITCH (125),1808889,14990,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,4 Darby Trull,L-Hand,,MR,,Strike Called,0--1,0--0,,,,,0 Out,,4. Inning,East Tennesse State,Virginia Tech,,373;266,PITCH
PITCH (126),1823895,14993,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,4 Darby Trull,L-Hand,,RIGHTM,,Ball,1--1,0--1,,,,,0 Out,,4. Inning,East Tennesse State,Virginia Tech,,425;226,PITCH
PITCH (127),1838905,14984,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,4 Darby Trull,L-Hand,,RIGHTM,,Ball,2--1,1--1,,,,,0 Out,,4. Inning,East Tennesse State,Virginia Tech,,450;247,PITCH
PITCH (252),1853905,19985,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,4 Darby Trull,L-Hand,,UPL,,Ball in Play,,0--0,SRCF,Home Run,1 RBI,,0 Out,,1. Inning,East Tennesse State,Virginia Tech,327;174,191;157,PITCH
PITCH (129),1873907,14990,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,6 Lauren Duff,R-Hand,,LEFTM,,Strike Called,0--1,0--0,,,,,0 Out,,4. Inning,East Tennesse State,Virginia Tech,,94;267,PITCH
PITCH (254),1888913,14995,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,6 Lauren Duff,R-Hand,,UPM,,Ball in Play,,0--1,FB3B,Fly Out,,,0 Out,,1. Inning,East Tennesse State,Virginia Tech,133;298,292;133,PITCH
PITCH (130),1903925,14998,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,1 Out,,4. Inning,East Tennesse State,Virginia Tech,,46;317,PITCH
PITCH (131),1918939,15000,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,UPM,,Ball,2--0,1--0,,,,,1 Out,,4. Inning,East Tennesse State,Virginia Tech,,350;78,PITCH
PITCH (132),1933956,15993,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,DOWNM,,Ball,3--0,2--0,,,,,1 Out,,4. Inning,East Tennesse State,Virginia Tech,,245;443,PITCH
PITCH (133),1949966,14991,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,RIGHTM,,Strike Called,3--1,3--0,,,,,1 Out,,4. Inning,East Tennesse State,Virginia Tech,,424;354,PITCH
PITCH (134),1964974,12478,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,13 Caitlyn Nolan,R-Hand,,ML,,Ball in Play,,3--1,DRF,Fly Out,,,1 Out,,4. Inning,East Tennesse State,Virginia Tech,383;90,127;259,PITCH
PITCH (135),1977469,14989,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,14 Emma Strouth,R-Hand,,DOWNM,,Strike Swinging,0--1,0--0,,,,,2 Out,,4. Inning,East Tennesse State,Virginia Tech,,202;447,PITCH
PITCH (136),1992475,13127,Bases Empty,02-17-2019,27 MacKenzie Dyson,R-Hand,14 Emma Strouth,R-Hand,,DOWNM,,Ball in Play,,0--1,SS3,Ground Out,,,2 Out,,4. Inning,East Tennesse State,Virginia Tech,209;222,106;417,PITCH
PITCH (137),2005619,14987,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,LEFTM,,Ball,1--0,0--0,,,,,0 Out,,4. Inning,Virginia Tech,East Tennesse State,,63;236,PITCH
PITCH (138),2020622,14646,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,MR,,Strike Swinging,1--1,1--0,,,,,0 Out,,4. Inning,Virginia Tech,East Tennesse State,,388;231,PITCH
PITCH (139),2035285,14998,Bases Empty,02-17-2019,25 Carrie Eberle,R-Hand,22 Jordan Durbin,R-Hand,,LM,,Strike Swinging,1--2,1--1,,,,,0 Out,,4. Inning,Virginia Tech,East Tennesse State,,246;383,PITCH
